Category,File Name,Format,Duration (s),Sample Rate,Bit Depth,Channels,Integrated,Max Momentary
Dialogue,bb21301go.wav,wav,1.72,48000,16,1,-14.56,-0.49
Dialogue,bb21304bl.wav,wav,3.10,48000,16,1,-13.07,0.00
Dialogue,bb21305be.wav,wav,1.58,48000,16,1,-13.60,-0.46
Dialogue,bb21306sr.wav,wav,1.43,48000,16,1,-14.95,-0.44
Dialogue,bb21405be.wav,wav,1.37,48000,16,1,-14.38,-0.49
Dialogue,bb21406x3.wav,wav,1.35,48000,16,1,-16.97,-0.54
Dialogue,bb21407sr.wav,wav,1.65,48000,16,1,-13.39,-0.43
Dialogue,bb21501x3_1.wav,wav,3.90,48000,16,1,-11.37,-0.43
Dialogue,bb21501x3_a.wav,wav,2.00,48000,16,1,-14.17,-0.41
Dialogue,bb21501x3_b.wav,wav,1.48,48000,16,1,-16.43,-0.43
Dialogue,bb21501x3_d.wav,wav,1.52,48000,16,1,-17.47,-0.50
Dialogue,bb21620do.wav,wav,1.45,48000,16,1,-14.86,-0.42
Dialogue,ca10107sr.wav,wav,1.66,48000,16,1,-14.36,-0.29
Dialogue,ca10208sr.wav,wav,0.88,48000,16,1,-13.57,-0.42
Dialogue,ca10504wl.wav,wav,1.00,48000,16,1,-13.59,-0.44
Dialogue,ca10506do.wav,wav,3.15,48000,16,1,-11.22,-0.11
Dialogue,ca10508sr.wav,wav,1.63,48000,16,1,-15.00,-0.35
Dialogue,ca10702sr.wav,wav,0.69,48000,16,1,-17.72,-0.50
Dialogue,ca10708sr.wav,wav,1.47,48000,16,1,-15.09,-0.39
Dialogue,ca10720wl.wav,wav,1.04,48000,16,1,-21.14,-3.20
Dialogue,ca10724do.wav,wav,1.32,48000,16,1,-12.70,-0.43
Dialogue,ca10902bs.wav,wav,12.61,48000,16,1,-15.74,-0.29
Dialogue,ca10903el.wav,wav,3.59,48000,16,1,-15.69,-0.45
Dialogue,ca10905el.wav,wav,2.29,48000,16,1,-15.37,-0.44
Dialogue,ca10909el.wav,wav,2.85,48000,16,1,-16.56,-0.50
